note_id,title,content,images,type,nickname,liked_count,comment_count,share_count,craete_time,note_url,keyword,platform,comment
5175415719074558,,#骑行##微博骑遇记# 南京这6条骑行路线美到窒息，第一条就心动·——【收藏级骑行清单】——❶「江心洲环岛线 · 暮光漫游」🚲路线：青奥森林公园→环岛东路→江堤路📏里程：约20公里✨秘境亮点：灯塔剪影与绵延花径/追逐流动的暮色光影/偶遇江豚跃水建议傍晚轻装出发，耳机里放Citypop音乐， ...全文,,normal,文史趣谈君,4,92,2.0,1749427525,https://m.weibo.cn/detail/5175415719074558,南京骑行路线,wb,
5166354665050190,,南京骑行|这4条路线狠狠拿捏 骑行的快乐，只有风知道！新手老手都能找到 乐趣，快码住! 江心洲环岛路线 路线：从地铁10号线江心洲站1号口出发，导 航“江心洲教堂”，到达后继续向前，从小路推 车上江堤开启骑行；也可从2号口出，骑至夹江大 桥，推行上阶梯后开始环岛骑行。 路长：约22.4公里  ...全文,,normal,体圈领头羊,0,121,0.0,1747267201,https://m.weibo.cn/detail/5166354665050190,南京骑行路线,wb,
5183386898924059,,🚴南京骑行天花板4条线！从城市地标到江风古意，新手老手都能冲👇 🌉 江心洲环岛线｜都市与江景双重暴击 📍 起点：地铁10号线江心洲站1号口（推车上江堤）/2号口（夹江大桥上堤）🕰️ 22.4km | 🚦 新手友好✨ 必看亮点： - 东侧骑经南京眼、保利大剧院、双子塔，现代地标拍“城市 ...全文,,normal,五月缝花,3,78,0.0,1751328002,https://m.weibo.cn/detail/5183386898924059,南京骑行路线,wb,
5187373761298845,,#骑行# 🚴♀南京骑行地图6条私藏路线带你骑——【车轮上的城市漫游指南】——🌅「江心洲环岛追风记」🚲路线：粉黛花海→网红灯塔→青奥森林公园📏里程：20km环线💡亮点：长江四桥下的橘子海日落/偶遇江豚的惊喜时刻/风车草坪野餐计划✨Tips：傍晚4点出发光线最温柔，记得带泡泡机拍 ...全文,,normal,糊豆面娱,3,81,0.0,1752278544,https://m.weibo.cn/detail/5187373761298845,南京骑行路线,wb,
5167682236450537,,南京河西滨江骑行路线天气晴朗，又是骑行的一天。今天来到河西滨江带，沿着江边、吹着江风、看着日落、休闲骑行。🚲路线:万景园停车场一渡江胜利纪念馆一中山码头一浦口码头一浦口火车站旧址一中山码头一下关火车主题公园一南京大桥玻璃栈道一返程(20km左右)大致行程:万景园停车场走到江边道一 ...全文,,normal,碗吹,3,119,0.0,1747583719,https://m.weibo.cn/detail/5167682236450537,南京骑行路线,wb,
5172951034888228,,100公里｜南京出发，骑行路线分享总体来说，这条路线难度不大，风景不错，来回差不多100km，一路上下坡均衡，基本都是盘山柏油路，骑起来很舒服，感觉秋天过来骑会更加好看。#微博兴趣创作计划#  路线🚲：首先导航至泗陇水库➡️大官塘➡️大岘水库➡️新㘭水库➡️幸福水库➡️明镜寺水库➡️还 ...全文,,normal,甜味幻想小猫,3,102,0.0,1748839897,https://m.weibo.cn/detail/5172951034888228,南京骑行路线,wb,
5173103629961774,,南京骑行|这4条路线狠狠拿捏🚴🚲骑行的快乐，只有风知道！新手老手都能找到乐趣，快码住！#微博兴趣创作计划# 江心洲环岛路线📍路线：从地铁10号线江心洲站1号口出发，导航“江心洲教堂”，到达后继续向前，从小路推车上江堤开启骑行；也可从2号口出，骑至夹江大桥，推行上阶梯后开始环岛骑行 ...全文,,normal,甜味幻想小猫,5,87,0.0,1748876280,https://m.weibo.cn/detail/5173103629961774,南京骑行路线,wb,
5166717299858410,,南京超治愈骑行路线，晨骑必冲！ 在南京发现一条绝绝子骑行路线！清晨六点，第一缕阳光温柔洒落，城市还未完全苏醒，此时踏上单车，一路皆是治愈风景。道路两旁绿树成荫，晨风轻拂面庞，驱散困意。沿途或掠过波光粼粼的湖畔，或穿过静谧古朴的街巷，偶尔还能与早起的鸟儿、晨练的居民相遇。没有车水 ...全文,,normal,五月缝花,3,116,0.0,1747353660,https://m.weibo.cn/detail/5166717299858410,南京骑行路线,wb,
5172515580415209,,31KM｜南京市区至八卦洲环岛骑行攻略#微博兴趣创作计划# 南京八卦洲，长江上的秘境骑行佳地，承包你对诗与远方的所有想象！这里不是江南水乡，却有着最动人的田园牧歌；这里不是海滨城市，却藏着最治愈的江岸风光。春有油菜花海翻金浪，夏有绿荫长廊送清凉，秋有稻香阵阵醉人心，冬有芦花飞雪映斜阳 ...全文,,normal,甜味幻想小猫,3,112,0.0,1748736078,https://m.weibo.cn/detail/5172515580415209,南京骑行路线,wb,
5187373639664136,,#骑行# 🚴🏻♀️佘村是南京周边少有的“一站式”骑行宝藏地，在佘村骑行真是一种非常快乐的游玩体验，🚴♀️ 骑行路线推荐1️⃣佘村彩虹路—新手友好路线✅路线特点：村内主干道，路面平坦，标有彩色标线，两侧是田园、池塘和山景，适合休闲骑行、拍照。✅长度：约3-5公里（可自由延长 ...全文,,normal,体坛派大星,0,81,0.0,1752278515,https://m.weibo.cn/detail/5187373639664136,南京骑行路线,wb,
5178567550829205,,#骑行#、#自行车#南京小众骑行路线，沿秦淮河追日落，直抵长江 南京骑行可不是只有环陵路和江心洲，解锁一条绝美骑行路线，人少景美还超有历史感！从石头城一路追着秦淮河，骑到它投入长江的怀抱，这感觉太妙了！ 起点：石头城公园从“鬼脸城”下出发！斑驳的城墙自带历史滤镜，仿佛穿越回六朝。 ...全文,,normal,那年追过的剧,18,78,0.0,1750178980,https://m.weibo.cn/detail/5178567550829205,南京骑行路线,wb,
5175777249462338,,#骑行##微博骑遇记#车轮很小，世界很大～换个速度认识南京城，从江边到城墙，从清晨到日落，让童年里🈶风🌬️的味道。 1️⃣幕燕滨江线-6km🚴♀️骑行路程：上元门地铁站➡️燕子矶公园👉难度指数：⭐️⭐️✅骑行推荐：一边骑行一边欣赏江景，途径达摩古洞、长江观音山景区等，建议下 ...全文,,normal,雨夜夜虹,6,84,0.0,1749513720,https://m.weibo.cn/detail/5175777249462338,南京骑行路线,wb,
5163455787830862,,南京骑行|骑进一万次春和景明这是啥路线呢？！索性叫它“大斧头”吧。乘着阳光正好！就是出去骑车的时候！#微博兴趣创作计划#  这条从南京眼景区起的环形路线，包含滨江公园、绿博园、万景园、渡江胜利纪念馆、古林公园、南艺、颐和路历史文化街区等多个景点。基本都是平坦的城市道路，前半段无 ...全文,,normal,甜味幻想小猫,19,125,0.0,1746576055,https://m.weibo.cn/detail/5163455787830862,南京骑行路线,wb,
5168890122601220,,在南京|景美人少的两条绿色骑行路线 南京适合骑行、跑步的路线有很多，河西滨江绿 道和江心洲环岛智慧赛道，是其中最有代表性的 两个地方 江心洲环岛智慧赛道 这条路线全程约22公里左右，一路风景美不胜 收，尤其是环岛西路这边的江堤路，不但有小垦 丁灯塔，还有绚烂美丽的花海，这里的江边也是 ...全文,,normal,体圈领头羊,1,73,0.0,1747871701,https://m.weibo.cn/detail/5168890122601220,南京骑行路线,wb,"['感谢分享', '晚上好呀', '晚上好啊', '晚上好', '学到了啦', '天天开心，感谢分享', '谢谢分享呐', '晚上好', '晚上好呀', '晚上好呀', '晚上好 感谢分享！', '晚上好呀，感谢分享', '晚上好呀', '晚上好呀 晚上好呀 晚上好呀', '感谢分享', '晚上好', '看着就很厉害呀', '宝宝你好呀今天开心嘛', '感谢分享', '晚上好啊', '晚上好呀', '晚上好呀', '文章太棒了', '晚上好呀', '晚上好啊宝宝好想你呢', '感谢分享', '晚上好啊', '下午好呀', '我来支持一下博主', '谢谢分享', '你的博文太精彩了', '感谢分享', '晚上好呀', '晚上好啊', '晚上好呀', '晚上好', '晚上好啊', '晚上好啊 感谢分享', '感谢分享！很喜欢！', '感谢分享', '下午好呀', '感谢分享', '谢谢分享精彩博文', '下午好呀', '下午好', '下午好啊', '下午好啊', '下午好呀', '下午好呀', '感谢分享', '来了来了', '感谢分享', '感谢分享', '感谢推荐', '感谢分享', '感谢分享', '你的微博太精彩了', '感谢分享', '写的很不错啊']"
5099211249422438,,【#江苏3条路线入选2024中国骑行地图#】近日，中国自行车运动协会公布2024年&quot;中国骑行地图&quot;，江苏有3条骑行路线入选。其中，南京市江宁区环汤山骑行路线，被网友们誉为&quot;小川藏线&quot;。在一段2.8公里的盘山公路上，有38个连续弯道，骑行时可以体验高低起伏、曲折蜿蜒的道路。此外还有南京园博园绕圈骑行路 ...全文,,normal,江苏新闻,15,3,15.0,1731258963,https://m.weibo.cn/detail/5099211249422438,南京骑行路线,wb,"['来江宁体验骑行的魅力吧🚴#江苏3条路线入选2024中国骑行地图#', '转发微博', '转发微博']"
5095162696700382,,#南京最适合骑行的季节来了# 南京现在的天气也太适合骑行了吧！现代快报小星为大家推荐一条能够看到南京山水城林的骑行路线，一路上打卡玄武门、明城墙、鸡鸣寺，徜徉玄武湖畔，一览紫金山风光。现代快报创刊25周年读者节为大家发福利啦。从今天起，在@现代快报 官方微博、抖音、视频号本条视频评论区 ...全文,,normal,现代快报,49,37,8.0,1730293713,https://m.weibo.cn/detail/5095162696700382,南京骑行路线,wb,"['梧桐大道很可以', '总统府顺着洪武北路骑到老门东 中华门', '仙林大学城骑车穿梭每个校园就挺好', '正在南京', '很喜欢骑车经过梧桐大道，阳光透过树叶洒在身上', '玄武门、明城墙、鸡鸣寺……绝美', '赏秋啦～', '玄武湖线路很不错', '超级喜欢骑行，很方便很自由', '这条线感觉很奈斯，周末走起！#青桔拾秋骑遇记', '颐和路超棒👍🏻', '#青桔拾秋骑遇记# 骑着青桔从长江路到总统府、梅园新村，接着能经过午朝门公园，在中山门附近停下，南博你不得看看？', '跟着青桔赏秋景', '优秀！', '#青桔拾秋骑遇记# 玄武湖边很美很惬意', '#南京最适合骑行的季节来了#爱上一座城，爱上这里一草一木', '#青桔拾秋骑遇记#秋日好时光，骑行游南京', '非常好的路线！', '秋天骑行青桔真方便', '快乐骑行 每天十公里', '美滋滋，骑行赏南京', '悠闲骑行', '#青桔拾秋骑遇记#南京骑行必须沿着颐和路一带啊 或者下关沿江骑行也不错', '这条路线经过的景点都好漂亮，一定要拍照留念！', '南京的秋天真是骑行的好时光，感谢现代快报的推荐！', '这条骑行路线看起来太棒了！一定要去试试看！', '赞一个！这条骑行路线很有特色，期待更多人一起参与！', '很想去南京骑行，这条路线给了我很好的参考！', '颐和路超棒的，一定要去感受一下！', '哇，南京的秋天真美，适合骑行的季节来了！', '好喜欢这条路线，可以欣赏到南京的山水城林，太棒了！', '南京的秋天，满城的金黄，一部青桔感受这座城的温暖与厚爱']"
5078832939796231,,环陵路线配南京必吃三件套，这次4+2相当哇塞！#骑行#公路车#南京[地点] 张京坤的微博视频 ,,normal,张京坤,20,6,3.0,1726400396,https://m.weibo.cn/detail/5078832939796231,南京骑行路线,wb,"['好久不见，我和小伙伴们都在骑行的超话社区等你，快点来看看吧，回家指路&gt;&gt;骑行', '来沈阳骑一骑浑河两岸', '来成都天府绿道', '向往的一天', '该视频介绍了一条南京骑行80公里环岭路线，沿途经过景点和特色美食推荐……']"
4955383129706039,,解锁南京夜骑路线 | 江心洲一整圈22km没有一辆机动车，南京对自行车真的非常友好！公路车 南京·新加坡·南京生态科技岛科创中心 ,,normal,西屯小飞蛋,403,30,26.0,1696967667,https://m.weibo.cn/detail/4955383129706039,南京骑行路线,wb,"['公路车流量不用脱衣服', '好久不见，我和小伙伴们都在公路车的超话社区等你，快点来看看吧，回家指路&gt;&gt;公路车', '啊啊啊老公来南京了', '击中我的心了', '果然几天没见就会无情遗忘不管是不是小肥蛋', '可', '不直', '好美', '', '你的每一套骑行服都很nice', '这也太酷了', '来南京了啊', '', '下面肿了吧', '对你也很友好！冻得你直哆嗦！！！哈哈', '西屯小蛋蛋', '是！环境也非常适合骑单车', '嘶～哈～', '好爱啊就是滤镜有点像油画看不清身材，加油加油拼搏的少年', '好帅', '你来南京了！！？想一起骑！！！', '我每天骑的地方', '@VansePhoto ', '真可爱']"
3580715431,南京有哪些值得推荐的骑行路线？,夏天自然要避免暴晒，骑林荫道路是最好的。那说一个我自己骑得最多的一个路线：具体怎么设置呢：开车的话我会把车停在西边的白马公园，或者东边的环陵路紫金山东入口停车场。假如是白马公园出发，到蒋王庙地铁口，沿着蒋王庙街向东，一直到环陵路的北入口，往南骑到紫金山东路，灵谷寺售票处转盘向南，到了中山门大街向西，走梅花谷路或者明陵路，然后沿着植物园路一直到白马公园（跑过南京马拉松的朋友很熟悉这条路）。全程差不多25km，一个小时骑完。每天早上可以骑一圈算是晨练！建邺区的朋友必须体验一下环江心洲环岛：可以用garmin或者biketo记录。一圈22.5km！2024年南京江心洲路线曾经上了新闻：一群南京的骑行爱好者组成的&#34;菜鸟骑行团&#34;，共同完成了16小时内环岛20圈、骑行445公里的“壮举”。如果有当时参加了这个活动的朋友，欢迎评论区留言！环玄武湖的路线。按照：北京东路-中央路-龙蟠路。希望这里面有你喜欢的路线！,,normal,GoeCycle,10,1,,1722503084,https://www.zhihu.com/question/421706214/answer/3580715431,南京骑行路线,zhihu,['@知乎运动']
